,id,label,text
65,640356367031623680,2,sony anymore first market things awesome good 2 nd market first value
66,640543554574520321,2,sony 1 st 1 film summer war room fought compton 9.3 8.8
67,640547904004816896,2,immensely enjoyable tv song show indian idol jr comes close today well done sony may best kid win finalists tops
68,640553827448586240,2,uncharted march may thing bring back sony
69,640594318298869760,1,add october 27 read folder pc sony leak scripts amp production emails bottle wine amp candle
70,640640375980343296,2,like sony formed 3 rd party production team assist localization games
71,640645857449127936,2,"ok sony announced playable games line tokyo games show 2015, september 15 interestingly http://t.co/wune8ax1dc"
72,640718570452860928,1,drew hitfix says new bond song released tuesday sony tell performer rumors radiohead
73,640719522387771393,1,sumo made game sony's in-lead sony decided game release date chose black friday get money
74,640749097029255168,2,jk may found way record using way go sony winning hope works
75,640749596336095232,2,sony war room faith-based movie led domestic box office u labor day holiday weekend 2 nd week cinemas
76,640774100919554049,0,got love sony disappear tomorrow someone else would replace try harder consumers
77,640864171203014657,1,football world cup qualifier 2018 iran vs india watch live sony six september 8 7 pm support indian team
78,640912226497392640,2,sony pictures last monday sony pictures released first theatrical trailer concussion studio's http://t.co/flv2qoswco
79,641119538277404672,2,sony's project morpheus review virtual reality headset may change future gaming http://t.co/oujkup9fkp
80,641146360356544512,0,info would need contact sony apologies inconvenience may caused ai
81,641154359292784640,0,still waiting phone come back sony bit lost without hopefully back thursday last upload pc
82,641158545228980224,2,tomorrow morning usa vs brazil live sony six hd 6
83,641163114801598464,2,sony xperia z5 premium news sony may found solution overheating snapdragon 810 http://t.co/w6vf0cgzhl
84,641170873962008576,2,deepika tamasha :) sony may sony one brand partners
85,641265496109785088,1,final vid going tomorrow likely depends get sony vegas back gonna 4 fav clips simple edit
86,641292853927354368,1,sam smith sing title song spectre new james bond film sony confirms song 9 25 movie nov 6
87,641296016788996096,2,would poetic nintendo became sony 2 nd party developer would also make choosing consoles every generation easy
88,641330259644784642,2,tomorrow apple like apple tv game console we're going take sony microsoft nintendo lol
89,641355475611553792,1,sony said 1 hr 15 unless got wrong idk i'll double check tomorrow
90,641372765568811008,2,sony's 20 th anniversary sale going http://t.co/o98ev4bdyl
91,641374857356267520,2,ms using strategy sony used last gen spend 1 st party nd less marketing deal
92,641388155275362304,2,ps4 firmware 3.0 http://t.co/snhexlgdah may know sony releasing 3.0 update ps4 sometime near
93,641404549484273664,1,hmmm diablo iii ultimate evil edition sale sony's 20 th anniversary know anyone playing ps4 make seem worth
94,641518156855377920,0,psn users prior warning sony either sign right http://t.co/1mi6lwvfar
95,641560678696882176,2,sony zeiss showdown announcement friday 11 camcorder otus
96,641639801871970304,2,20 years ago today sony released 1 st playstation states feeling pretty old van today
97,641658506362249216,1,sony taunts apple game message playstation's 20 th anniversary sony also taken noti http://t.co/uzkg2hiqa1
98,641658799892230148,2,sony's 20 th anniversary classic playstation :d
99,641673714619273216,1,apple microsoft 1 st pairing tech bastards cinematic universe stay till credits see eating shawarma sony
100,640720177919827968,2,tearing blu-ray star wars rebels screw force friday force everyday
101,640723876402434048,2,may trip disney release new stuff jose totally star wars mood
102,640730331910311936,2,girl cause i'm watching star wars 1 st time
103,640731368222121984,2,dad went room saw watching star wars dad i'll get whole saga may force he's best lt 3
104,640733634899501056,2,force friday hear new star wars villain kylo ren's voice first time digital spy uk http://t.co/svzavb1roz
105,640747308192149504,2,practice tomorrow want watch star wars
106,640750947946246144,2,playing star wars monopoly listening star wars imperial march best mood ever
107,640771948377735168,2,force strong family star wars force awakens december people http://t.co/xieh22bp8x
108,640780161554751488,1,here's gets wrong star wars toys right force friday http://t.co/m7t4aclmqd
109,640812312094314496,2,existing star wars movies finally made available legitimate digital downloads beginning april 10
110,640824468806348800,1,um know familiar star wars shops saturday everywhere
111,640838335188103168,2,launching monday every monday 12 pm rest year get interesting facts star wars
112,640858069161897985,2,spend minutes morning one loveliest people whole star wars family anthony daniels http://t.co/rhywjer54g
113,640858420476641280,2,ends star wars december
114,640873454422593536,2,i'm going target today solely look star wars toys missed force friday due filming
115,640874503262863360,2,star wars sale games republic 75 may savings https://t.co/zvmmntc94r
116,640904197165199360,2,sat hard rock cafe new star wars t-shirt apparently missed george lucas minute words
117,640912711447113728,2,new ebay star wars usa star wars 30 th anniversary saga legends r2 d2 figure http://t.co/2f1uzgvyk2 http://t.co/mv0j49xuxm
118,640922342533693440,2,expensive i'm curious bc know brother loves collecting toys loves star wars bday november
119,640924984001429504,2,brian c eury want go see star wars midnight december comes wear one http://t.co/1f5hnnlf1b
120,640942957563092992,1,married someone like star wars may divorce
121,640946794923446272,0,everyone definitely go watch star wars december 18 th it'll terrible movie
122,640972274917580800,2,star wars fanatics new social media site interact called forcebook may source ;)
123,640976599907635200,2,there'll many things get excited star wars coming japan dec 18
124,640983469707927553,2,star wars crocs may may get tonight
125,641012095601872898,1,disney make back 3 4 4 billion paid lucasfilms force friday 3 b star wars merchandise sales http://t.co/6lakrfdotz
126,641020758437830656,2,hot wheels takes nyc fleet star wars first order stormtrooper vehicles celebrate force friday http://t.co/dku7mel3pl
127,641029007765577728,2,since star wars coming december guess fans take moment appreciate :) http://t.co/wmmz0y0uvm
128,641045779419803648,2,never old star wars may force http://t.co/3lafcmog5i
129,641065980580495360,2,college apps star wars 2 nd time today already know
130,641067009313079296,2,use star wars star trek lord rings cheesy 80 movie reference almost every sunday school lesson
131,641081239831711744,2,can't stop watching star wars videos youtube need december come
132,641118745851744256,2,going read next book smuggler's run going sleep may reading much star wars
133,641126573492555776,1,mood watch star wars like 2 class tomorrow
134,641137115577884672,2,force awakens shoppers strike back star wars mania returns http://t.co/kxv03ibk0p may force
135,641146368078168064,2,told anyone bought 30 star wars merch force friday i'm proud
136,641146612010610688,2,star wars day early 17 th rushes book extra days annual leave
137,641151539822792704,2,shop orange tuesday flash sale best halloween costumes star wars ewok infant toddler costume http://t.co/mgflbqpnqw
138,641163697709260800,0,i've problems email received information saturday's star wars secret cinema resend
139,641170452686237696,1,chris said likes star wars relaxed may big argument haha
140,641171546581651456,2,official star wars released uk 17 th december http://t.co/bfst0e1vbs
141,641178228099411968,2,december 18 th last day undergrad day sisters star wars released great day
142,641182264655654912,2,love :) think students may little star wars excitement present heh heh
143,641190959947096064,2,uk get star wars 17 th december day u glad put holiday yesterday :d
144,641195314309939200,1,watching star wars episode 7 waterloo imax dec 17 th
145,641203385505591297,2,star wars coming uk december 17 face america
146,641205515947786240,1,december 17 th day star wars anticipated film year
147,641221882155540480,2,science fiction page http://t.co/yvkuxorhcc teach star wars may learning force http://t.co/vrxr2h7mcg
148,641225246385815552,2,amazing millennium falcon drone air hogs force friday star wars episode 7 force awakens news want want want http://t.co/ghavptmcgw
149,641253126582865920,1,2 nd graders front bus playing star wars toys humming theme song v loud
150,641256829557862400,2,yes star wars screened uk day early december 17 th one day closer force awakens :-d http://t.co/4tzoiktrib
151,641257504685621248,2,great pictures emerging force friday event star wars http://t.co/cvi9trqsmo
152,641257894600577024,2,say uk better get star wars week early 17 th thursday get mad shows thursday's anyways
153,641258012158525440,2,last friday wednesday journey star wars force awakens continues http://t.co/wgxcpgdaus
154,641263243827224576,2,star wars come uk day early countdown 100 days today https://t.co/iojcrbpg6y
155,641268074797236229,2,whenever i'm thinking negative bs remember star wars episode 7 comes december lol gotta make till christmas dawg
156,641268234482618368,2,big week house flo 1 st day kindergarten 1 st day preschool son turns 6 amp gets watch star wars amp birthday party
157,641273037040525312,2,chance new star wars episode 7 puzzle amp flw ends tuesday 08 09 15 6 pm
158,641277159290613760,2,fact rowyso started star wars day may 4 th wherever http://t.co/idongonhd7
159,641294071328190464,2,need somebody star wars marathon december
160,641297149033086977,2,new star wars film released day us force awakens 17 th december http://t.co/o1yerr7bvs
161,641298353570074624,2,star wars released day earlier uk thursday dec 17 th tomorrow days booked work day long remembered
162,641302529997991937,2,think expectations low avatar land may sleeper star wars land going tough right
163,641306217764286464,2,letting professors know schedule final december 17 th 18 th that's star wars premiere yeah i'm kid
164,641308893625352192,0,whole pretty disappointing sure dropped ball retailers hasbro disney star wars c'mon
165,641315202269618176,2,toy collectors amp star wars fans may force guide store find droid looking http://t.co/pzqtbxsmya
166,641316732846608385,2,new comic tomorrow journey star wars force awakens shattered empire amp darth vader
167,641332062667059200,2,disney whips star wars fans frenzy force friday event http://t.co/fwz9dlook9
168,641346758929285120,2,star wars game released force friday interested
169,641348425867399169,2,btw see star wars 17 th dec
170,641351361079042048,1,thursday september 10 th star wars reads day check display star wars titles main floor http://t.co/pjy3ph18ld
171,641354519209644033,0,give zero shits star wars i'm mildly excited bond films seeing rhap tomorrow
172,641366359960514561,1,collector's corner star wars force friday special edition let us guide galaxy star wars http://t.co/cvzikdsfz1
173,641369044411658240,2,december 18 th already wanna watch star wars force awakens
174,641374748388270080,2,4 yr old attended saturday's star wars event came today tell made 4 new friends day
175,641388572805828608,2,december 16 amp 17 best two consecutive days ever nxt takeover live london star wars
176,641397972731740160,2,there's really anyone know irl gets passionate enough star wars need find new friends dec 18 th
177,641411277118509056,2,finishing jurassic park like 100 th time tomorrow film class gonna lot reruns batman films star wars
178,641411331699027968,2,know star wars coming new movie december third grade boy
179,641413877121445888,2,1978 missed star wars saturday night fever made time grease there's
180,641414501326266368,1,wants go see star wars ep 7 december
181,641418485952745473,2,imperial march star wars playing im head think new episode tonight lol
182,641420654244315136,1,star wars themed birthday party saturday here's downside
183,641424954131632128,2,go expectations make fun star wars jedi code conduct http://t.co/67j9ccuea5
184,641443222317744129,2,discovered complete first season star wars rebels available free demand tomorrow's work day got awesome
185,641445550911414272,1,also cross trade huddle bunt may quit star wars want cross trade want suspended thoughts
186,641471359801946112,2,december 17 th get faster want watch star wars already
187,641475013250428932,2,nothing wrong 4 th grade episode released i'd seen ot tpm star wars
188,641497394962694144,1,uk release star wars episode vii force awakens day earlier expected dec 17 http://t.co/imqpet9gwd
189,641514458666418176,2,uk release star wars force awakened brought forward 10 th wedding anniversary wife might take hint
190,641537857363030016,2,perhaps comes star wars must may power force compel https://t.co/rmcfh2tmqf
191,641537975675961344,2,awaken force star wars themed gifts like may http://t.co/70no1hsyqn
192,641571615956992000,2,morning alarm imperial march star wars feelings dread act like coffee
193,641575077713195009,2,want star wars party 21 st
194,641583723192958976,2,uk getting star wars 1 day earlier might take 17 th december work
195,641601508723793920,1,release date star wars force awakens uk moved day earlier originally advertised december 17
196,641608087124602880,2,daily video nyc press event covergirl star wars may force http://t.co/ehouc86eda
197,641614426752348160,2,wednesday best week long time batman harley star wars saga ant man toys tons love http://t.co/x62zngqvv0
198,641630842729680896,2,result 1 st 2 packets star wars trading cards collection dream team foils http://t.co/nmncmcao3x
199,641631867461050368,0,gave impression whole thing beery deconstruction star wars adult edgelords may read anyway
200,632621591004733440,2,show goes scorpions sting 3 p come sun even peeking
201,633013702308921344,1,he's still wrong sting :) https://t.co/sgqnnxstdz
202,633983362068283392,1,sting interfere cost undertaker match sunday possible could see return masked kane
203,634188936420675584,1,sting defeat 9 4 fullarton tomorrow night face
204,634329596184301569,2,"ich habe ein video positiv bewertet http://t.co/4njhci2kuc sting saves randy orton authority wwe raw march 16,"
205,634359833655951360,2,thanks brother feel fighter loves sting i'm going ask sign card saturday lol
206,634371514385625088,2,preaching theme sunday david amp bathsheba band cover sting's every breath u take i'll watching u
207,634549048217849856,2,retweet favorite want see masked kane sting rock return sunday http://t.co/coy9ouwlmj
208,635072444190064640,2,sting's brooklyn sunday night happening happening
209,635302554855829504,1,doubt rumor kane may attack lesnae lesnar put sting shows sets taker vs sting mania 32
210,635419747664961536,2,150823 moo party mamamoo sang sting live piano 1 st back mr pictures fanarts messages moomoos shown screen
211,635578493267505152,1,interference seems foregone conclusion set 3 rd match wm unless sting shows tonight screws taker
212,635653323333443584,1,sting raw tomorrow doubt confront undertaker build towards match wrestlemania
213,635654033106014209,2,yea definitely saw report sting coming raw tomorrow taker going raw could interesting
214,635657174216273920,2,rumor sting appear tomorrow night
215,635672621175148544,2,sting could always another match read hes gonna raw tomorrow
216,635679349497307136,2,sting raw tomorrow though set taker sting match
217,635689839162171393,1,pwinsider reports several sources indicate sting flew back new york city tonight could mean appears raw tomorrow night
218,635901190228836352,1,instead responded sting's statement hai sting-san may guild
219,635916924011028481,1,sting may apppearing tonight many times heard last 2 months i'll believe hear crows
220,635926759976869888,2,wanna rock vs brock taker vs sting wm 32 survivor series 25 th anniversary would place end
221,635932391429799937,2,"rumor roundup aug 24, 2015 raw tonight wrestlemania sting return divas revolution http://t.co/vrdroekt0e"
222,635952888557268993,2,looking forward monday night raw feeling we'll seeing ric flair ring sting tonight
223,636013828250202112,2,ends sting monday night raw absolutely way better summerslam
224,636014034366660608,2,one best monday night raw shows i've seen finishing sting could see
225,636014397698232320,2,including tna title wins sting 14 time world champion beating seth would tie cena 2 nd time
226,636014918093930496,2,great raw tonight 1 st dudley boys end sting
227,636015712608350208,1,sting rollins story line who's next rumored 3 rd man reigns ambrose
228,636015735697870848,1,gotta mute monday's good see sting sucks twitter guess back san andreas
229,636016923394895872,2,sting winning results either sting vs taker mania sting vs cena i've got bad feeling 2 nd option
230,636018634285035520,1,sting wins title vacates next night raw goes hall fame april
231,636021350054821888,2,sting back dudleys return :d quite eventful monday night raw whole lesnar-dallas though x'd
232,636022266933977088,2,it'd work seth getting rub sting's 2 nd ever opponent month long reign titles big
233,636025035518513152,2,tomorrow try amp plan trip see next ppv sting might world champ
234,636028340982427648,2,liked video http://t.co/zdth0kovnw seth rollins vs sting returns 2015 wwe raw aug 24
235,636153239298306048,2,honestly think i'm still marking last night's 1 st dudley boyz ric flair sting :d
236,636153976761806849,2,sting vs seth rollins september 20 th world title amazing http://t.co/xonwhr5syx
237,636209869255634944,2,well least see sting's 1 st wwe title win 9.99
238,636212744186953733,0,one issue sting stuff also supporting one theories mania http://t.co/kxr2yb69ze
239,636223723545227264,1,notice upper corners sting's paint gone b c long c'mon seth take home
240,636249430342115328,1,we've already getting christmas stuff work assume we're prepping black friday even earlier sting
241,636258863558168576,0,c'mon vince we're stupid know sting's going job rollins make look strong
242,636295810599251968,2,loving sting stuff amp especially loving way triple sold sting box http://t.co/kxr2yb69ze
243,636326367093764097,2,sting stuff great amp loving triple h sold big reveal http://t.co/kxr2yb69ze
244,636367558342406144,1,cena broken nose sting title chase paul hhh may killed cena-rollins feud
245,636484412654268416,2,i'm getting gut feeling sting win wwe title belt which'll drive wrestling podcasters insane https://t.co/kozeyua5mn
246,636522432979947520,2,rock wednesday morning amazing song robert downey junior sting lyrics http://t.co/ubrgslny5j
247,636538301000888320,2,news sting angle monday's raw http://t.co/iqzbbq7a69
248,636635617598775296,2,http://t.co/r2eotn5i7d pretty nifty way got sting ring monday
249,636807398087233536,1,c'mon mark sting champ granted realize rollins ain't dropping strap nostalgia
250,636945559551647744,1,guys think icon sting actually get 1 st victory wwe get
251,637471340929417216,1,maybe sting monday facepaint would've made 11 pm http://t.co/yi7hkahvfc
252,637477909293363201,1,comes weathered instruments there's brian may's guitar sting's bass motorhead's lemmy
253,637626394864914432,2,wwe announced sting start raw upcoming monday
254,637626986979033088,2,breaking announced sting open monday's edition 8 pm est http://t.co/rtzucaawos
255,637632167015788544,2,retweeted cheapest heat breaking announced sting open monday's http://t.co/vhunblnhqu
256,637719681298731008,1,see announced sting's appearance last monday beforehand say address wm future tease retirement
257,637730730022408192,1,daddy deano went see sting paul simon 4 blokes behind us talked 1 st 15 mins absolute dicks
258,637745966909526016,2,breaking news sting open show monday http://t.co/msifqhpuw5 http://t.co/lecmnwmcfg
259,637785711383609344,2,englishman new york sting 15 uk charts 29 august 1990 https://t.co/oxfaar1zxa
260,637797687346208768,2,first time seeing live sting opens show monday can't wait https://t.co/iguqxey9l7
261,638009247872233473,1,wonder sting able speak actual voice monday they'll dub like movie trailer
262,638041891452420096,1,hope sting spends time tomorrow complaining long stand behind curtain went amp
263,638092467686871040,1,wcw guys win wwe world title sting deserves wwe still think monday night war
264,638101814588542976,1,statue's going demolished sting's bat https://t.co/ni8vfdd5vk
265,638130291555610625,2,thanks know would answer hope well i'm sure sting last monday jacked energy
266,638154933993349120,1,tonight's episode bell bell w amp listen https://t.co/8isrjwbvjc. raw sting rollins amp
267,638155954861772800,1,sting appears 2 nd week ziggler lana face rusev summer divas beat clock match determine 1 contender title noc
268,638501772143796224,2,go monday night raw hopefully get another good show tonight sting vs rollins noc really good
269,638503093777379329,2,good way open monday night raw sting lovin
270,638503100706328576,2,sting opens tonight's results http://t.co/bgtilzw8sv http://t.co/edbdj4n4xt
271,638503304452943872,1,monday night results sting opens show http://t.co/gdmvy0jyym http://t.co/6wbc5pleew
272,638503449534054401,2,know sting says monday night feels lot like monday nitro
273,638503513316814848,2,even announced segment still mark sting tv monday nights
274,638504595405324288,2,great way start monday night raw sting
275,638505605825753089,2,may hand picked sting right rollins half man hhh
276,638505622053457920,1,instead sting suck hunter realize may planting seed hhh rollins hate dumb faces
277,638505849061801988,2,"may 56, sting still passionate ever still fire still awesome mic rollins m-o-n-e-y"
278,638507821462618112,2,going record sting wins belt noc drops msg show 3 rd i'm wrong ya open season
279,638510545008771073,2,sting wwe monday night raw tonight http://t.co/csmiagydd0
280,638516251476799488,2,love seth rollins he's gold belts may sting's title run sooo
281,638519367970500608,2,sting opens monday night raw although crappy promo
282,638521578330959872,2,sting dudley boyz action tonight one best monday night raws nbs
283,638534949604188160,2,congratulate using vince logic sting old would never let wcw star win strap 1 st year
284,638548912450744320,2,cena sting stare ramp triple h seth rollins really closing monday night raw y'all happened
285,638819901163986946,2,sting's opening promo literally perfect example comes sell ppv promo http://t.co/9iaomfyqua
286,638969776128294912,1,never left lurking tl like sting monday night nitro
287,639217619321659392,2,sting deserves run title way hof hbk title gone years 2 nd match back
288,639317019783892992,2,tuesday raw roundtable sting dudleys seth rollins clashes stephanie divas beat clock wwe ano http://t.co/igpayst5fq
289,639536587244703745,2,get tomorrow looking forward sting feature https://t.co/arzhflymj2
290,639546612394631168,1,fragile george skaroulis sting tomorrow's rain wash stains away something minds http://t.co/hso1odnvah
291,639844717480378368,2,check new wade keller hot topics video blog here's 3 rd one sting big show-brock raw ratings http://t.co/zmpppzusvi
292,639864217428996096,2,watching classic wcw monday nitro love reliving nwo sting feud thanks everything wcw live forever
293,639894846442967041,2,credit wcw bubba beat sting may since time they've decided put bubba vs hogan tonight bubba done nothing since
294,640208689769660417,2,sting defeat shedden force 10 6 next game tomorrow 1015 vs innerkip jets
295,640302588617981952,2,sting may give ideas https://t.co/vs72ps9mfv
296,640324003048124416,2,jd can't wait hear script part 3 tomorrow sting raw monday good one bro
297,640797732110774272,2,roll 11 th 0 ctober wwe sting colchester
298,641040890732130304,1,sure sting's 1 st ballot hofer since vince holds ballot
299,641438754213728256,2,considering sting might two-month run w title 3 rd wheel braun strowman yeah
300,633667870099144705,2,verizon remains 1 overall cell service t-mobile may best pricing upgrades great http://t.co/z41fzah09u
301,633683292596797440,2,inteliquent inc jumped 30 tuesday morning fresh t-mobile contract belt behind-the http://t.co/bbx3hobs96
302,633788406787522560,1,may take i'll go t-mobile get another copy receipt
303,633884477534638080,1,angel switched t-mobile january says bad problems reception verizon
304,634121761236328448,1,device also unlocked t-mobile device need call may necessary however 2 3
305,634135861857157120,2,even better found 3 tickets sunday's stl sd game t-mobile 3 1 sweepstakes thanks
306,634212157941514240,2,finally got lil t-mobile phone imma get friday
307,634227230025973760,2,might can't convince lol mom amp gonna go t-mobile saturday see
308,634439365729521664,0,guy t-mobile ok call store tomorrow ask set phone next day fuck name
309,634484206672982016,2,according may see little none matt cassel tonight predominately t-mobile ej
310,634484340475367424,2,three tickets giants vs dodger game september 1 t-mobile sweepstakes giveaway hahaa fuck yea
311,634523816224550912,1,reds ticket t-mobile sunday's game single ticket sec 509 lol can't go without hubby he'd cry haha
312,634556182288580608,2,able locate local t-mobile branch may need try sim known working device 1 2
313,634562661326393346,1,terrible preseason game i'm thinking refs 3 rd stringers tonight well solid safe game man t-mobile
314,634754996635090944,2,tomorrow lovely ladies chapter washing cars t-mobile n http://t.co/mpxo7sw2ac
315,634809303812153344,1,may keep amp sprint much t-mobile air right
316,634809429276291072,2,got replacement phone t-mobile today overnighted charge awesome bad can't get store tomorrow
317,634810105200971776,2,wanna switch t-mobile ceo https://t.co/jgngxanflr
318,634881566754390016,0,google support says compatible t-mobile guess bug new sim tomorrow planned
319,634977392172253184,0,worst service ever wonder 4 th t-mobile moved 3 rd
320,635123017933156352,0,hahah one since monday supposed expedited t-mobile joke
321,635190772468350976,2,come see signing 4 th wilshire t-mobile store santa monica http://t.co/wd56ilwlfg
322,635249487544369152,2,yea that's said t-mobile comes october
323,635276559591579648,1,hot n crusty 14 th 1 st t-mobile come east village anymore
324,635291912727953408,1,2 attempts cell service since thursday balance paid we've t-mobile almost year
325,635380424596963329,2,hey we're excited part t-mobile family inventory may vary channel channel 1 3
326,635635724474261504,1,t-mobile said iphone 6 come everywhere september 18 th 7
327,635673478256005120,1,i'll call t-mobile tomorrow
328,635680236500316161,2,great question means roaming domestically spot may little t-mobile coverage 1 3
329,635819494531837952,2,yet since came friday screen protectors i'm paying 25 one t-mobile lmao
330,635822055666135041,0,80 t-mobile u get unlimited talk text data us mexico canada c'mon get times
331,635928317741301760,1,t-mobile holds 2 day sale devices ending august 25 th back school time prepare upcoming http://t.co/msakfcgoth
332,635945868324024321,1,short sales t-mobile holds 2 day sale devices ending august 25 th t-mobile short sales throughout http://t.co/3prkdpbe1e
333,635966335374200833,0,like t-mobile upgrade spazzed making uneasy i'll ride another incident may make switch
334,636250751191355393,1,iphone 6 coming sept 18 th t-mobile stores well reserving one jump
335,636370093509750784,2,t-mobile best people phone may stolen left work rep helpful chat
336,636374157131911170,2,can't wait saturday i'm going first ever bills game wanna see t-mobile start
337,636395907521609728,2,november 1 year anniversary t-mobile debating want stay go verizon get 6
338,636409358612623361,1,bout 10 times got something t-mobile tomorrow believe shit
339,636475524798377984,1,service thursday friday contract t-mobile ending wait get new one friday
340,636643054301106176,2,tonight's first meeting 5 th ann course kicks t-mobile sprint ashley madison wait true ;)
341,636712477988921344,2,tomorrow taking wenonah vs midfield game t-mobile
342,636758478183202816,0,t-mobile promised next day air brand new iphone hand tomorrow class they're fake af
